NOC,Country Name,medal_type,medal_code,medal_date,Gold,Silver,Bronze,Total,event_type,name,gender,is_team_event,Cluster,height,weight,discipline,event,birth_date,birth_country,residence_country,hobbies,occupation,language,coach,sporting_relatives
AZE,Azerbaijan,Silver,2,8/9/24,2,2,3,7,HATH,loren berto alfonso dominguez,M,FALSE,0,189,0,Boxing,Men's 92kg,7/28/95,Cuba,Azerbaijan,"Music, singing",,"Azerbaijani, English, Spanish",National: Anar Mammadov (AZE),
AZE,Azerbaijan,Bronze,3,8/10/24,2,2,3,7,HATH,giorgi meshvildishvili,M,FALSE,0,0,0,Wrestling,Men's Freestyle 125kg,5/13/92,,,,Athlete,,,
AZE,Azerbaijan,Bronze,3,8/11/24,2,2,3,7,HATH,magomedkhan magomedov,M,FALSE,0,0,0,Wrestling,Men's Freestyle 97kg,1/27/98,Russian Federation,Azerbaijan,,,Russian,,
CRO,Croatia,Bronze,3,7/29/24,2,2,3,7,ATH,miran maricic,M,FALSE,0,0,0,Shooting,10m Air Rifle Men,6/17/97,Croatia,Croatia,"Gym, gaming",Athlete,"Croatian, English",Club: Damir Bosnjak (CRO),
CRO,Croatia,Gold,1,7/31/24,2,2,3,7,HATH,barbara matic,W,FALSE,0,0,0,Judo,Women -70 kg,12/3/94,Croatia,Croatia,"Spending time with friends and family, drinking coffee in the sun by the sea, reading books",Athlete,"Croatian, English","Club: Vladimir Preradovic (CRO), Renato Sunjerga (CRO).<br>National: Vladimir Preradovic (CRO)","Sister, Brigita Matic (judo), competes at international level. Gold medallist at the 2014 Youth Olympic Games and 2015 junior world champion"
CRO,Croatia,Gold,1,8/2/24,2,2,3,7,TEAM,team-achievement,M,TRUE,0,,,Rowing,Men's Pair,,,,,,,,
CRO,Croatia,Silver,2,8/3/24,2,2,3,7,HATH,donna vekic,W,FALSE,0,179,0,Tennis,Women's Singles,6/28/96,Croatia,Monaco,"Reading books, watching movies and TV series",,"Croatian, English, Italian",Personal: Nikola Horvat (CRO),
CRO,Croatia,Bronze,3,8/5/24,2,2,3,7,ATH,sandra elkasevic,W,FALSE,0,183,0,Athletics,Women's Discus Throw,6/21/90,Croatia,Croatia,,Athlete,"Croatian, English, Italian","Personal: Edis Elkasevic (CRO), her husband, from 2013",
CRO,Croatia,Bronze,3,8/7/24,2,2,3,7,HATH,lena stojkovic,W,FALSE,0,0,0,Taekwondo,Women -49kg,1/3/02,Croatia,Croatia,,,"Croatian, English",National: Veljko Laura (CRO),
CRO,Croatia,Silver,2,8/11/24,2,2,3,7,HTEAM,team-achievement,M,FALSE,0,,,Water Polo,Men,,,,,,,,
SUI,Switzerland,Bronze,3,7/29/24,1,2,5,8,ATH,audrey gogniat,W,FALSE,0,0,0,Shooting,10m Air Rifle Women,10/30/02,Switzerland,Switzerland,"Sewing, hiking, painting",Athlete,"English, French, German","National: Daniel Burger (SUI).<br>Personal: Enrico Friedemann (GER), Olivier Schaffter (SUI)",
SUI,Switzerland,Silver,2,7/31/24,1,2,5,8,ATH,julie derron,W,FALSE,0,0,0,Triathlon,Women's Individual,9/10/96,,Switzerland,"Reading, watching TV",Athlete,"English, German",,Sisters Michelle and Nina (triathlon) also compete for Switzerland in triathlon
SUI,Switzerland,Bronze,3,8/1/24,1,2,5,8,ATH,roman mityukov,M,FALSE,0,0,0,Swimming,Men's 200m Backstroke,7/30/00,,Switzerland,,Student,"English, French",Club: Clement Bailly,
SUI,Switzerland,Bronze,3,8/2/24,1,2,5,8,ATH,zoe claessens,W,FALSE,0,0,0,Cycling BMX Racing,Women,4/28/01,Switzerland,Switzerland,,Athlete,"English, French, German",Personal: Liam Phillips (GBR),
SUI,Switzerland,Bronze,3,8/2/24,1,2,5,8,TEAM,team-achievement,M,TRUE,0,,,Rowing,Men's Pair,,,,,,,,
SUI,Switzerland,Gold,1,8/2/24,1,2,5,8,ATH,chiara leone,W,FALSE,0,0,0,Shooting,50m Rifle 3 Positions Women,6/15/98,Switzerland,Switzerland,"Bike racing, meeting friends, reading",Athlete,"English, French, German",National: Enrico Friedemann (GER),
SUI,Switzerland,Silver,2,8/6/24,1,2,5,8,ATH,steve guerdat,O,FALSE,0,0,0,Equestrian,Jumping Individual,6/10/82,Switzerland,Switzerland,Skiing,"Athlete, horse trainer","English, French",Thomas Fuchs (SUI),"Wife, Fanny Skalli (equestrian), French show jumper, has competed at elite level.</p><p>Father, Phillipe Guerdat (equestrian), represented Switzerland in show jumping at the 1984 and 1988 Olympic Games and has coached the French, Belgian and Brazilian equestrian teams.</p><p>Brother, Yannick (equestrian), competed in show jumping and now serves as Steve's manager"
SUI,Switzerland,Bronze,3,8/9/24,1,2,5,8,HTEAM,huberlibrunner,W,FALSE,0,,,Beach Volleyball,Women,,,,,,,,
ROU,Romania,Gold,1,7/29/24,3,4,2,9,ATH,david popovici,M,FALSE,0,0,0,Swimming,Men's 200m Freestyle,9/15/04,Romania,Romania,"Travelling, cycling, watching movies, reading","Athlete, student","English, Romanian",Club: Adrian Radulescu (ROU),
ROU,Romania,Bronze,3,7/31/24,3,4,2,9,ATH,david popovici,M,FALSE,0,0,0,Swimming,Men's 100m Freestyle,9/15/04,Romania,Romania,"Travelling, cycling, watching movies, reading","Athlete, student","English, Romanian",Club: Adrian Radulescu (ROU),
ROU,Romania,Gold,1,8/1/24,3,4,2,9,TEAM,team-achievement,M,TRUE,0,,,Rowing,Men's Double Sculls,,,,,,,,
ROU,Romania,Silver,2,8/1/24,3,4,2,9,TEAM,team-achievement,W,TRUE,0,,,Rowing,Women's Double Sculls,,,,,,,,
ROU,Romania,Silver,2,8/2/24,3,4,2,9,TEAM,team-achievement,W,TRUE,0,,,Rowing,Lightweight Women's Double Sculls,,,,,,,,
ROU,Romania,Silver,2,8/2/24,3,4,2,9,TEAM,team-achievement,W,TRUE,0,,,Rowing,Women's Pair,,,,,,,,
ROU,Romania,Gold,1,8/3/24,3,4,2,9,TEAM,team-achievement,W,TRUE,0,,,Rowing,Women's Eight,,,,,,,,
ROU,Romania,Bronze,3,8/5/24,3,4,2,9,ATH,ana barbosu,W,FALSE,0,0,0,Artistic Gymnastics,Women's Floor Exercise,7/26/06,Romania,Romania,"Reading, music, drawing, mime games, imitating characters from films or real life",Athlete,"English, Romanian",National: Patrick Kiens (NED),
ROU,Romania,Silver,2,8/7/24,3,4,2,9,ATH,mihaela valentina cambei,W,FALSE,0,0,0,Weightlifting,Women's 49kg,11/18/02,Romania,,,Athlete,Romanian,"Personal: Gheorghe Maftei (ROU), Cristina Maftei (ROU)","Brother, Lucian Cambei (weightlifting), won the 49kg U15 title at the European youth championships in 2023"
IRL,Ireland,Bronze,3,7/29/24,4,0,3,7,ATH,mona mc sharry,W,FALSE,0,0,0,Swimming,Women's 100m Breaststroke,8/21/00,Ireland,United States,"Going on long walks with the dog, knitting, cooking with family, travelling","Athlete, student",English,Club: Matt Kredich (USA),
IRL,Ireland,Gold,1,7/30/24,4,0,3,7,ATH,daniel wiffen,M,FALSE,0,0,0,Swimming,Men's 800m Freestyle,7/14/01,United Kingdom,United Kingdom,Video blogging,"Student, athlete",English,Club: Andi Manley (GBR),"Twin brother, Nathan (swimming), two-time 2023 European (SC) finalist (800m and 1500m freestyle) and trains at Loughborough University alongside Daniel"
IRL,Ireland,Bronze,3,8/1/24,4,0,3,7,TEAM,team-achievement,M,TRUE,0,,,Rowing,Men's Double Sculls,,,,,,,,
IRL,Ireland,Gold,1,8/2/24,4,0,3,7,TEAM,team-achievement,M,TRUE,0,,,Rowing,Lightweight Men's Double Sculls,,,,,,,,
IRL,Ireland,Gold,1,8/3/24,4,0,3,7,ATH,rhys mc clenaghan,M,FALSE,0,0,0,Artistic Gymnastics,Men's Pommel Horse,7/21/99,United Kingdom,United Kingdom,"Vlogging, golf, spending time with family",Athlete,English,Personal: Luke Carson (IRL),
IRL,Ireland,Bronze,3,8/4/24,4,0,3,7,ATH,daniel wiffen,M,FALSE,0,0,0,Swimming,Men's 1500m Freestyle,7/14/01,United Kingdom,United Kingdom,Video blogging,"Student, athlete",English,Club: Andi Manley (GBR),"Twin brother, Nathan (swimming), two-time 2023 European (SC) finalist (800m and 1500m freestyle) and trains at Loughborough University alongside Daniel"
IRL,Ireland,Gold,1,8/6/24,4,0,3,7,HATH,kellie harrington,W,FALSE,0,169,0,Boxing,Women's 60kg,12/11/89,Ireland,Ireland,"Singing, walking her dogs, cooking and baking","Athlete, cleaner",English,Club: Noel Burke (IRL),
GEO,Georgia,Silver,2,7/30/24,3,3,1,7,HATH,tato grigalashvili,M,FALSE,0,0,0,Judo,Men -81 kg,12/1/99,Georgia,Georgia,,Athlete,Georgian,National: Lasha Gujejiani (GEO),
GEO,Georgia,Gold,1,7/31/24,3,3,1,7,HATH,lasha bekauri,M,FALSE,0,0,0,Judo,Men -90 kg,7/26/00,Georgia,Georgia,,Athlete,"English, Georgian",Personal: Lekso Gviniashvili (GEO),
GEO,Georgia,Silver,2,8/1/24,3,3,1,7,HATH,ilia sulamanidze,M,FALSE,0,0,0,Judo,Men -100 kg,6/18/01,Georgia,Georgia,"Music, especially playing piano",Athlete,"English, Georgian",Club: Gia Oboladze (GEO).</p><p>National: Lasha Gujejiani (GEO),
GEO,Georgia,Bronze,3,8/4/24,3,3,1,7,HATH,lasha guruli,M,FALSE,0,178,0,Boxing,Men's 63.5kg,8/27/96,Georgia,Georgia,,,Georgian,,
GEO,Georgia,Gold,1,8/10/24,3,3,1,7,ATH,lasha talakhadze,M,FALSE,0,0,0,Weightlifting,Men's +102kg,10/2/93,Georgia,Georgia,Reading,Athlete,Georgian,National: Giorgi Asanidze (GEO),"Father, Koba Talakhadze (weightlifting), represented Georgia in the 1990s"
GEO,Georgia,Gold,1,8/10/24,3,3,1,7,HATH,geno petriashvili,M,FALSE,0,0,0,Wrestling,Men's Freestyle 125kg,4/1/94,Georgia,Georgia,,Athlete,"English, Georgian, Russian",Personal: Nugzar Skhireli (GEO).<br>National: Revaz Kobakhidze (GEO),
GEO,Georgia,Silver,2,8/11/24,3,3,1,7,HATH,givi matcharashvili,M,FALSE,0,0,0,Wrestling,Men's Freestyle 97kg,5/17/97,Georgia,Georgia,,,"English, Georgian","Personal: Levan Kobulashvili, since 2008",
TJK,Tajikistan,Bronze,3,7/30/24,0,0,3,3,HATH,somon makhmadbekov,M,FALSE,0,0,0,Judo,Men -81 kg,3/24/99,Russian Federation,Russian Federation,Loves horses and travelling,"Athlete, student","English, Russian, Tajik",National: Fotekh Makhmadbekov (TJK) - his uncle,"His uncle, Fotekh Makhmadbeko, is the national team judo coach"
TJK,Tajikistan,Bronze,3,8/2/24,0,0,3,3,HATH,temur rakhimov,M,FALSE,0,0,0,Judo,Men +100 kg,7/8/97,Tajikistan,Tajikistan,"Football, cinema, futsal",Tourism,"English, Russian, Tajik, Uzbek",National: Sukhrob Abdurakhmonov (TJK),"Brother, Ulughbek Rakhimov (judo), competes for Tajikistan"
TJK,Tajikistan,Bronze,3,8/4/24,0,0,3,3,HATH,davlat boltaev,M,FALSE,0,186,0,Boxing,Men's 92kg,1/13/99,Tajikistan,Tajikistan,,,"Russian, Tajiki",,
SLO,Slovenia,Gold,1,7/30/24,2,1,0,3,HATH,andreja leski,W,FALSE,0,0,0,Judo,Women -63 kg,1/8/97,Slovenia,Slovenia,"Riding a motorbike, playing boardgames, reading, playing Xbox",,"English, Italian, Slovenian",Luka Kuralt (SLO),"Sister, Veronika Leski (handball), played professionally in Slovenia"
SLO,Slovenia,Silver,2,8/9/24,2,1,0,3,ATH,toni vodisek,M,FALSE,0,0,0,Sailing,Men's Kite,6/7/00,Slovenia,Slovenia,,Athlete. Also works in his family's hotel,Slovenian,"Rajko Vodisek (SLO), his father",
SLO,Slovenia,Gold,1,8/10/24,2,1,0,3,ATH,janja garnbret,W,FALSE,0,164,0,Sport Climbing,Women's Boulder & Lead,3/12/99,Slovenia,Slovenia,"Yoga, cooking, reading",Athlete,"English, Slovene",National: Luka Fonda (SLO).<br>Personal: Roman Krajnik (SLO),
NZL,New Zealand,Gold,1,7/30/24,10,7,3,20,HTEAM,team-achievement,W,FALSE,0,,,Rugby Sevens,Women,,,,,,,,
NZL,New Zealand,Silver,2,7/31/24,10,7,3,20,ATH,hayden wilde,M,FALSE,0,0,0,Triathlon,Men's Individual,9/1/97,New Zealand,New Zealand,Spending time outdoors,Athlete,English,Personal: Craig Kirkwood (NZL),"Partner, Hanne De Vet (triathlon), represents Belgium at international level"
NZL,New Zealand,Silver,2,8/1/24,10,7,3,20,TEAM,team-achievement,M,TRUE,0,,,Rowing,Men's Four,,,,,,,,
NZL,New Zealand,Gold,1,8/1/24,10,7,3,20,TEAM,team-achievement,W,TRUE,0,,,Rowing,Women's Double Sculls,,,,,,,,
NZL,New Zealand,Bronze,3,8/1/24,10,7,3,20,TEAM,team-achievement,W,TRUE,0,,,Rowing,Women's Four,,,,,,,,
NZL,New Zealand,Silver,2,8/2/24,10,7,3,20,TEAM,mchardiemckenzie,M,TRUE,0,,,Sailing,Men's Skiff,,,,,,,,
NZL,New Zealand,Silver,2,8/3/24,10,7,3,20,ATH,emma twigg,W,FALSE,0,0,0,Rowing,Women's Single Sculls,3/1/87,New Zealand,,,Athlete,English,National: Mike Rodger (NZL),
NZL,New Zealand,Gold,1,8/5/24,10,7,3,20,ATH,finn butcher,M,FALSE,0,0,0,Canoe Slalom,Men's Kayak Cross,3/17/95,New Zealand,New Zealand,Skiing,Athlete,English,,
NZL,New Zealand,Silver,2,8/5/24,10,7,3,20,TEAM,team-achievement,W,TRUE,0,,,Cycling Track,Women's Team Sprint,,,,,,,,
NZL,New Zealand,Silver,2,8/7/24,10,7,3,20,TEAM,team-achievement,W,TRUE,0,,,Cycling Track,Women's Team Pursuit,,,,,,,,
NZL,New Zealand,Gold,1,8/8/24,10,7,3,20,TEAM,team-achievement,W,TRUE,0,,,Canoe Sprint,Women's Kayak Four 500m,,,,,,,,
NZL,New Zealand,Gold,1,8/8/24,10,7,3,20,ATH,ellesse andrews,W,FALSE,0,0,0,Cycling Track,Women's Keirin,12/31/99,New Zealand,New Zealand,"Listening to music, playing the guitar, writing music, reading, writing, journaling",Athlete,English,Rene Wolff (GER),"Father Jon Andrews (cycling), competed at the 1992 Olympic Games (seventh in 1km time trial, ninth in sprint), and won double bronze at the 1990 Commonwealth Games (sprint, time trial).</p><p>Mother Angela Mote-Andrews (mountain biking), competed internationally, was preparing for world championships debut in 1999 when she found out she was pregnant with Ellesse and did not compete"
NZL,New Zealand,Bronze,3,8/8/24,10,7,3,20,TEAM,wilkinsondawson,X,TRUE,0,,,Sailing,Mixed Multihull,,,,,,,,
NZL,New Zealand,Silver,2,8/9/24,10,7,3,20,ATH,maddison-lee wesche,W,FALSE,0,174,0,Athletics,Women's Shot Put,6/13/99,New Zealand,New Zealand,,Athlete,English,Personal: Mike Schofield (NZL) - strength and conditioning / Walter Gill (NZL) - sport technical,
NZL,New Zealand,Gold,1,8/9/24,10,7,3,20,COUP,carringtonhoskin,W,TRUE,0,,,Canoe Sprint,Women's Kayak Double 500m,,,,,,,,
NZL,New Zealand,Gold,1,8/10/24,10,7,3,20,ATH,hamish kerr,M,FALSE,0,198,0,Athletics,Men's High Jump,8/17/96,New Zealand,New Zealand,,Athlete,English,Personal: James Sandilands (NZL),
NZL,New Zealand,Gold,1,8/10/24,10,7,3,20,ATH,lisa carrington,W,FALSE,0,0,0,Canoe Sprint,Women's Kayak Single 500m,6/23/89,New Zealand,New Zealand,"Fishing, walking, exploring, surfing, relaxing, watching television, cooking, baking",Athlete,English,National/Personal): Gordon Walker (2010),
NZL,New Zealand,Gold,1,8/10/24,10,7,3,20,ATH,lydia ko,W,FALSE,0,165,0,Golf,Women's Individual Stroke Play,4/24/97,Korea,United States,,,"English, Korean",,
NZL,New Zealand,Bronze,3,8/11/24,10,7,3,20,ATH,ally wollaston,W,FALSE,0,0,0,Cycling Track,Women's Omnium,1/4/01,New Zealand,New Zealand,,Athlete,English,Personal/team: Servais Knaven (NED),"Sister, Nina (cycling), competed at the junior world championships in 2014, winning bronze in the team pursuit. In 2019 she won silver at the 2019 para-cycling Road World Cup in Baie-Comeau (CAN) at the front of a tandem bike with visually and hearing impaired rider Amanda Cameron"
NZL,New Zealand,Gold,1,8/11/24,10,7,3,20,ATH,ellesse andrews,W,FALSE,0,0,0,Cycling Track,Women's Sprint,12/31/99,New Zealand,New Zealand,"Listening to music, playing the guitar, writing music, reading, writing, journaling",Athlete,English,Rene Wolff (GER),"Father Jon Andrews (cycling), competed at the 1992 Olympic Games (seventh in 1km time trial, ninth in sprint), and won double bronze at the 1990 Commonwealth Games (sprint, time trial).</p><p>Mother Angela Mote-Andrews (mountain biking), competed internationally, was preparing for world championships debut in 1999 when she found out she was pregnant with Ellesse and did not compete"
SRB,Serbia,Gold,1,7/30/24,3,1,1,5,HTEAM,team-achievement,X,FALSE,0,,,Shooting,10m Air Pistol Mixed Team,,,,,,,,
SRB,Serbia,Gold,1,8/4/24,3,1,1,5,HATH,novak djokovic,M,FALSE,0,186,0,Tennis,Men's Singles,5/22/87,Serbia,Monaco,"Listening to music, watching films, playing golf, supporting Serbian football club Red Star Belgrade",,"English, German, Italian, Serbian",,
SRB,Serbia,Silver,2,8/9/24,3,1,1,5,HATH,aleksandra perisic,W,FALSE,0,0,0,Taekwondo,Women -67kg,7/2/02,Serbia,Serbia,,,Serbian,Club: Petra Butala (SRB).<br>National: Borislav Krstić (SRB),
SRB,Serbia,Bronze,3,8/10/24,3,1,1,5,HTEAM,team-achievement,M,FALSE,0,,,Basketball,Men,,,,,,,,
SRB,Serbia,Gold,1,8/11/24,3,1,1,5,HTEAM,team-achievement,M,FALSE,0,,,Water Polo,Men,,,,,,,,
PRK,North Korea,Silver,2,7/30/24,0,2,4,6,HCOUP,rikim,X,TRUE,0,0,0,Table Tennis,Mixed Doubles,4/30/02,,Turkey,,Athlete,Turkish,National: Yusuf Ergin (TUR),
PRK,North Korea,Silver,2,7/31/24,0,2,4,6,TEAM,dpr korea,W,TRUE,0,,,Diving,Women's Synchronised 10m Platform,,,,,,,,
PRK,North Korea,Bronze,3,8/4/24,0,2,4,6,HATH,pang cholmi,W,FALSE,0,167,0,Boxing,Women's 54kg,8/26/94,DPR Korea,DPR Korea,,,Korean,,
PRK,North Korea,Bronze,3,8/6/24,0,2,4,6,ATH,kim mi rae,W,FALSE,0,0,0,Diving,Women's 10m Platform,4/7/01,,DPR Korea,,,,,
PRK,North Korea,Bronze,3,8/6/24,0,2,4,6,HATH,ri se ung,M,FALSE,0,0,0,Wrestling,Men's Greco-Roman 60kg,12/22/98,,,,Athlete,Korean,,
PRK,North Korea,Bronze,3,8/8/24,0,2,4,6,HATH,choe hyo gyong,W,FALSE,0,0,0,Wrestling,Women's Freestyle 53kg,5/10/00,,,,Athlete,Korean,,
ARG,Argentina,Gold,1,7/31/24,1,1,1,3,ATH,jose torres gil,M,FALSE,0,0,0,Cycling BMX Freestyle,Men's Park,3/28/95,Bolivia,Argentina,Travelling,Athlete,Spanish,,
ARG,Argentina,Silver,2,8/8/24,1,1,1,3,TEAM,majdalanibosco,X,TRUE,0,,,Sailing,Mixed Multihull,,,,,,,,
ARG,Argentina,Bronze,3,8/9/24,1,1,1,3,HTEAM,team-achievement,W,FALSE,0,,,Hockey,Women,,,,,,,,
GRE,Greece,Bronze,3,7/31/24,1,1,6,8,HATH,theodoros tselidis,M,FALSE,0,0,0,Judo,Men -90 kg,8/5/96,Russian Federation,Greece,"History, playing video games",Economist,"English, Greek, Russian",Personal: Tsagaraev Kazbek (RUS).<br>Club: Alik Bekuzarov (RUS).<br>National: Nikos Iliadis (GRE),
GRE,Greece,Silver,2,8/1/24,1,1,6,8,ATH,apostolos christou,M,FALSE,0,0,0,Swimming,Men's 200m Backstroke,11/1/96,Greece,,"Reading, cinema, cars, music, going on road trips",Athlete,"English, Greek",Club: Panagiotis Velentzas (GRE),
GRE,Greece,Bronze,3,8/2/24,1,1,6,8,TEAM,team-achievement,M,TRUE,0,,,Rowing,Lightweight Men's Double Sculls,,,,,,,,
GRE,Greece,Bronze,3,8/2/24,1,1,6,8,TEAM,team-achievement,W,TRUE,0,,,Rowing,Lightweight Women's Double Sculls,,,,,,,,
GRE,Greece,Bronze,3,8/4/24,1,1,6,8,ATH,eleftherios petrounias,M,FALSE,0,0,0,Artistic Gymnastics,Men's Rings,11/30/90,Greece,Greece,"Travelling, diving",Athlete,"English, Greek",National: Dimitris Raftis (GRE),"Wife, Vasiliki Millousi (artistic gymnastics), three-time Olympian representing Greece in 2000, 2012 and 2016"
GRE,Greece,Bronze,3,8/5/24,1,1,6,8,ATH,emmanouil karalis,M,FALSE,0,184,0,Athletics,Men's Pole Vault,10/20/99,Greece,Greece,"Playing the guitar, playing video games",Athlete,"English, Greek","Personal: Haralabos Karalis (GRE), his father","Father, Haralabos (decathlon), represented Greece at the 1985/1987 European Cup Combined Events, personal best: 7392"
GRE,Greece,Gold,1,8/6/24,1,1,6,8,ATH,miltiadis tentoglou,M,FALSE,0,185,0,Athletics,Men's Long Jump,3/18/98,Greece,Greece,"Playing guitar, Greek bouzouki (guitar) and piano, walking, watching movies, computer games, painting",Athlete,Greek,Personal: Georgi Pomaski (BUL),
GRE,Greece,Bronze,3,8/9/24,1,1,6,8,HATH,dauren kurugliev,M,FALSE,0,0,0,Wrestling,Men's Freestyle 86kg,7/12/92,,,,Athlete,Russian,,
AUT,Austria,Bronze,3,7/31/24,2,0,3,5,HATH,michaela polleres,W,FALSE,0,0,0,Judo,Women -70 kg,7/15/97,Austria,Austria,"Snowboarding, baking, hiking",Athlete,"English, German",National: Yvonne Snir-Boenisch (GER).</p><p>Personal: Adi Zeltner (AUT),
AUT,Austria,Gold,1,8/8/24,2,0,3,5,TEAM,vadlaumaehr,X,TRUE,0,,,Sailing,Mixed Dinghy,,,,,,,,
AUT,Austria,Gold,1,8/9/24,2,0,3,5,ATH,valentin bontus,M,FALSE,0,0,0,Sailing,Men's Kite,2/1/01,Austria,Austria,,Athlete,Austrian,Luca Bursic (ITA),
AUT,Austria,Bronze,3,8/9/24,2,0,3,5,ATH,jakob schubert,M,FALSE,0,175,0,Sport Climbing,Men's Boulder & Lead,12/31/90,Austria,Austria,"Basketball, tennis, beach volleyball, football, skiing and chess. Good food (preferably Japanese), online gaming with friends around the world and spending quality time with his girlfriend and family",Army athlete,"English, German",,"Sister, Hannah (climbing), two-time youth world champion (2012, 2014) and finished third at the 2018 World Cup in Kranj, Slovenia"
AUT,Austria,Bronze,3,8/10/24,2,0,3,5,ATH,jessica pilz,W,FALSE,0,165,0,Sport Climbing,Women's Boulder & Lead,11/22/96,Austria,Austria,"Baking, music, spending time with family, outdoor rock climbing",Athlete,"English, German",,
NED,Netherlands,Gold,1,7/31/24,15,7,12,34,TEAM,team-achievement,M,TRUE,3,,,Rowing,Men's Quadruple Sculls,,,,,,,,
NED,Netherlands,Silver,2,7/31/24,15,7,12,34,TEAM,team-achievement,W,TRUE,3,,,Rowing,Women's Quadruple Sculls,,,,,,,,
NED,Netherlands,Bronze,3,7/31/24,15,7,12,34,ATH,caspar corbeau,M,FALSE,3,0,0,Swimming,Men's 200m Breaststroke,4/3/01,United States,Netherlands,,Athlete,"Dutch, English",Eddie Reese (Texas) USA / Mark Faber (NED),"Mother, Shannon Hocom (swimming), swam collegiately in the NCAA Division I at the University of California, Los Angeles (UCLA) (USA). <br>Father, Jim (swimming), swam collegiately NCAA Division I at the University of California, Berkeley (CA, USA), and then as a Master.<br>Brother, Angus (swimming), current student/swimmer at Southern Methodist University (Dallas, TX, USA). <br>Sister, Nicolien (swimming), current student/swimmer at Florida Gold Coast University (Fort Myers, FL, USA)"
NED,Netherlands,Silver,2,8/1/24,15,7,12,34,TEAM,team-achievement,M,TRUE,3,,,Rowing,Men's Double Sculls,,,,,,,,
NED,Netherlands,Gold,1,8/1/24,15,7,12,34,TEAM,team-achievement,W,TRUE,3,,,Rowing,Women's Four,,,,,,,,
NED,Netherlands,Bronze,3,8/1/24,15,7,12,34,ATH,tes schouten,W,FALSE,3,0,0,Swimming,Women's 200m Breaststroke,12/31/00,Netherlands,Netherlands,Reading,,"Dutch, English",Club: Mark Faber (NED),
NED,Netherlands,Silver,2,8/2/24,15,7,12,34,ATH,manon veenstra,W,FALSE,3,0,0,Cycling BMX Racing,Women,7/6/98,Netherlands,Netherlands,,"Athlete, student","Dutch, English",National: Martijn Jaspers (NED).<br>Personal: Matt Cameron (NZL),
NED,Netherlands,Gold,1,8/2/24,15,7,12,34,TEAM,team-achievement,W,TRUE,3,,,Rowing,Women's Pair,,,,,,,,
NED,Netherlands,Gold,1,8/2/24,15,7,12,34,TEAM,aanholtduetz,W,TRUE,3,,,Sailing,Women's Skiff,,,,,,,,
NED,Netherlands,Gold,1,8/3/24,15,7,12,34,TEAM,team-achievement,X,TRUE,3,,,Athletics,4 x 400m Relay Mixed,,,,,,,,
NED,Netherlands,Silver,2,8/3/24,15,7,12,34,TEAM,team-achievement,M,TRUE,3,,,Rowing,Men's Eight,,,,,,,,
NED,Netherlands,Bronze,3,8/3/24,15,7,12,34,ATH,simon van dorp,M,FALSE,3,0,0,Rowing,Men's Single Sculls,4/10/97,Netherlands,Netherlands,,"Athlete, student","Dutch, English, French, German",National: Eelco Meenhorst (NED),
NED,Netherlands,Gold,1,8/3/24,15,7,12,34,ATH,karolien florijn,W,FALSE,3,0,0,Rowing,Women's Single Sculls,4/6/98,Netherlands,Netherlands,,Athlete,Dutch,National: Eelco Meenhorst (NED),"Brother, Beer (rowing), competed at the 2022 Junior World Championships (fifth in men's quadruple sculls).</p><p>Brother, Finn (rowing), Tokyo 2020 Olympian competing in single sculls but had to withdraw before the repechage after testing positive for Covid-19. Bronze medallist in the men's eight at the 2019 U23 World Championships. </p><p>Father, Ronald (rowing), two-time Olympic champion, winning gold at Seoul 1988 (double sculls with Nico Rienks) and Atlanta 1996 (eights).</p><p>Mother, Antje Rehaag (rowing), represented Germany at the Atlanta 1996 Olympic Games in the women's eight (eighth), 1994 world champion (eights)"
NED,Netherlands,Bronze,3,8/3/24,15,7,12,34,ATH,luuc van opzeeland,M,FALSE,3,0,0,Sailing,Men's Windsurfing,5/21/99,Netherlands,Netherlands,Cycling,Athlete,"Dutch, English","Federico Esposito (ITA), 2012 Olympian in the RS:X Class",
NED,Netherlands,Silver,2,8/4/24,15,7,12,34,ATH,marianne vos,W,FALSE,3,0,0,Cycling Road,Women's Road Race,5/13/87,Netherlands,Belgium,,Athlete,"Dutch, English",,
NED,Netherlands,Gold,1,8/5/24,15,7,12,34,HTEAM,team-achievement,M,FALSE,3,,,3x3 Basketball,Men,,,,,,,,
NED,Netherlands,Bronze,3,8/5/24,15,7,12,34,ATH,sifan hassan,W,FALSE,3,170,0,Athletics,Women's 5000m,1/1/93,Ethiopia,,,Athlete,"Amharic, Dutch, English","Personal: Tim Rowberry (USA), since 2019",
NED,Netherlands,Gold,1,8/6/24,15,7,12,34,TEAM,team-achievement,M,TRUE,3,,,Cycling Track,Men's Team Sprint,,,,,,,,
NED,Netherlands,Bronze,3,8/6/24,15,7,12,34,ATH,maikel van der vleuten,O,FALSE,3,0,0,Equestrian,Jumping Individual,2/10/88,Netherlands,Netherlands,,"Athlete, horse trainer","Dutch, English",,"Father, Eric van der Vleuten (equestrian), represented the Netherlands in equestrian jumping at the World Championships in 1990, 1998 and 2010. </p><p>Brother, Eric van der Vleuten Jr (equestrian), has competed in equestrian jumping at an elite level"
